0,128_128_128_64_32_16,0.3,0.3659159355767972,0.3520167231189808,0.5052061507111261,0.5032398800322383,0.4584615384615385,0.42800000000000005,0.6645015407124963,0.5769689551805329,0.48405797101449277,0.46506968641114976,0.684004884004884,0.6057049333645078
1,32_32_16,0.3,0.3873248657849941,0.3831403804383252,0.4981140588917622,0.49846735647444596,0.5138461538461538,0.5015724491380649,0.6651059152978727,0.6137497536537045,0.5449275362318841,0.5396324879309173,0.6816095058061031,0.6446574701893851
2,32_32_16,0.3,0.3625769281131334,0.34807589629289204,0.5008819059929374,0.5005410449275968,0.44153846153846155,0.4059951814993744,0.649384236453202,0.5629090645064257,0.49130434782608695,0.47624515852780325,0.6696396823515468,0.6070844049567453
3,32_16,0.3,0.3659159355767972,0.3535918585325024,0.49891262415066684,0.49929383447270853,0.4876923076923077,0.46735864517891285,0.6682410190353514,0.5975427605306559,0.5173913043478261,0.5068244404903208,0.6835471920970686,0.6278933832125322
4,128_64,0.3,0.37403430666492077,0.36571749670419806,0.4969956540421894,0.4978306313373767,0.5261538461538462,0.5137046861184793,0.6883809523809523,0.6282297295895611,0.5391304347826087,0.5315102187225103,0.694779569286278,0.6454056581716157
5,64_32_32,0.3,0.37239753830037975,0.36309432584723234,0.4984046580690454,0.49887844358456157,0.5123076923076924,0.49710907888346256,0.6829394291618236,0.6175408934850481,0.5173913043478261,0.5068244404903208,0.6835471920970686,0.6278933832125322
6,128_64_32_16,0.3,0.3754746628257169,0.3667680665427152,0.5011694976940703,0.5008348718915862,0.4676923076923077,0.44179697195333834,0.6585351198702157,0.5821033306019148,0.5115942028985507,0.49955988473069035,0.6850950845195729,0.6245265372924947
7,64_32,0.3,0.3797957313081053,0.37351777700317546,0.49723273920379096,0.49788614295188993,0.5169230769230769,0.5032080927669436,0.6809042478401475,0.620108081195739,0.5347826086956522,0.5269117153909082,0.6899299959709911,0.6410801963993453
8,256_128_64_32_16,0.3,0.3752127798873903,0.36675698864710793,0.4996140581115951,0.4997225233227633,0.4753846153846154,0.45099583633657064,0.6672120928782921,0.5890373305396799,0.5289855072463768,0.5206479429009938,0.6844856532356532,0.6356558335281739
9,256_128_64,0.3,0.39282440748985203,0.3889000413724256,0.504820749256729,0.5039461574781073,0.5430769230769231,0.5347419209458921,0.6848452922257957,0.6383065896337479,0.5434782608695652,0.5377213822205112,0.6839250023793662,0.644587327566051
10,128_128_64_32,0.3,0.397407358910567,0.39466530351506374,0.5039248592897551,0.503342916344587,0.5230769230769231,0.5128896882494005,0.6662351672060409,0.6198798867325664,0.5695652173913044,0.5668128732230618,0.6890522875816993,0.6623100303951368
11,64_64_32,0.3,0.36571952337305225,0.3550560330561079,0.4920370349235659,0.4945905986888962,0.47384615384615386,0.449010548857868,0.6664962944032712,0.587849682083623,0.5246376811594203,0.5144389615962239,0.6932932932932933,0.6354454056581715
12,512_256_128_64_32_16,0.3,0.3865392169700144,0.38240284352597886,0.4966689346122517,0.49728830443334515,0.5353846153846153,0.5263030888030887,0.6783144912641316,0.6313725896959828,0.5608695652173913,0.5571779866181208,0.6881116997396067,0.6567453822772972
13,512_256_128,0.3,0.39753830037973026,0.39495518948952146,0.5030040510477866,0.502573465948844,0.5553846153846154,0.5503173033880007,0.6756377551020408,0.6428289889948033,0.563768115942029,0.5603318521780181,0.6892876236300454,0.6589431844750994
14,256_256_128_64,0.3,0.39249705381694383,0.3886668225688538,0.5037692808025485,0.5030952201834207,0.5492307692307692,0.542815030330964,0.6783978017332488,0.6400699104855356,0.5507246376811594,0.5465761090761091,0.6785085577348976,0.6469955576338555
15,128_64_32,0.3,0.37927196543145214,0.3716796021764258,0.5025677272964673,0.501888798962877,0.5230769230769231,0.5105469243400278,0.6834285714285714,0.6248586750199671,0.5304347826086957,0.5215552664018628,0.6917412703949153,0.638812251578209
16,512_256_128_64,0.3,0.3799921435118502,0.3726173889757285,0.5027493200706071,0.5020344660788933,0.5292307692307693,0.5173454728995186,0.6895710693907047,0.6306050265016752,0.5362318840579711,0.5270773896728096,0.7042395122014911,0.6462941314005144
17,256_128_64_32,0.3,0.3795338483697787,0.3736290051882253,0.49502471243472806,0.4961572247643905,0.5307692307692308,0.519625683609604,0.6865384615384615,0.6307969173002521,0.5318840579710145,0.5246707544654758,0.6792592592592592,0.6357961187748422
18,64_32_16,0.3,0.35648814979704074,0.33899152654868553,0.49946514587074126,0.49969625298026454,0.4276923076923077,0.3856707317073171,0.6471364249046431,0.5532159860593928,0.4855072463768116,0.466872996284761,0.6844791935900749,0.6068038344634089
19,128_64_32_16_8,0.3,0.3737724237265942,0.3639404172274343,0.5030964131248161,0.5021440954129073,0.46307692307692305,0.43495859019864247,0.6612821807168097,0.5795361428912239,0.5115942028985507,0.49955988473069035,0.6850950845195729,0.6245265372924947
20,256_128_64_32_16_8,0.3,0.3791410239622889,0.3724684855195657,0.4980500970102062,0.49852723291348744,0.5153846153846153,0.5008276874242709,0.6841627373518542,0.6199161903971622,0.5159420289855072,0.5075641025641026,0.6632078456184751,0.6206219312602291
