SIM,PCA_components,kernel,C,gamma,acc_train,f1_train,prec_train,rec_train,acc_val,f1_val,prec_val,rec_val,acc_test,f1_test,prec_test,rec_test
0,no_pca,rbf,20.0,scale,0.7552139037433155,0.764076794227548,0.6911421911421911,0.8542206856813599,0.5934782608695652,0.5816554809843401,0.43333333333333335,0.8843537414965986,0.5895196506550219,0.57847533632287,0.4201954397394137,0.9280575539568345
1,no_pca,rbf,20.0,auto,0.7552139037433155,0.764076794227548,0.6911421911421911,0.8542206856813599,0.5934782608695652,0.5816554809843401,0.43333333333333335,0.8843537414965986,0.5895196506550219,0.57847533632287,0.4201954397394137,0.9280575539568345
2,no_pca,rbf,20.0,0.001,0.7552139037433155,0.764076794227548,0.6911421911421911,0.8542206856813599,0.5934782608695652,0.5816554809843401,0.43333333333333335,0.8843537414965986,0.5895196506550219,0.57847533632287,0.4201954397394137,0.9280575539568345
3,no_pca,rbf,20.0,0.01,0.7552139037433155,0.764076794227548,0.6911421911421911,0.8542206856813599,0.5934782608695652,0.5816554809843401,0.43333333333333335,0.8843537414965986,0.5895196506550219,0.57847533632287,0.4201954397394137,0.9280575539568345
4,no_pca,rbf,20.0,0.1,0.7552139037433155,0.764076794227548,0.6911421911421911,0.8542206856813599,0.5934782608695652,0.5816554809843401,0.43333333333333335,0.8843537414965986,0.5895196506550219,0.57847533632287,0.4201954397394137,0.9280575539568345
5,no_pca,rbf,20.0,1,0.7552139037433155,0.764076794227548,0.6911421911421911,0.8542206856813599,0.5934782608695652,0.5816554809843401,0.43333333333333335,0.8843537414965986,0.5895196506550219,0.57847533632287,0.4201954397394137,0.9280575539568345
6,no_pca,rbf,10.0,scale,0.736096256684492,0.7521968365553603,0.6665183537263626,0.8631518294439643,0.5760869565217391,0.5714285714285714,0.42207792207792205,0.8843537414965986,0.5764192139737991,0.5745614035087719,0.41324921135646686,0.9424460431654677
7,no_pca,rbf,10.0,auto,0.736096256684492,0.7521968365553603,0.6665183537263626,0.8631518294439643,0.5760869565217391,0.5714285714285714,0.42207792207792205,0.8843537414965986,0.5764192139737991,0.5745614035087719,0.41324921135646686,0.9424460431654677
8,no_pca,rbf,10.0,0.001,0.736096256684492,0.7521968365553603,0.6665183537263626,0.8631518294439643,0.5760869565217391,0.5714285714285714,0.42207792207792205,0.8843537414965986,0.5764192139737991,0.5745614035087719,0.41324921135646686,0.9424460431654677
9,no_pca,rbf,10.0,0.01,0.736096256684492,0.7521968365553603,0.6665183537263626,0.8631518294439643,0.5760869565217391,0.5714285714285714,0.42207792207792205,0.8843537414965986,0.5764192139737991,0.5745614035087719,0.41324921135646686,0.9424460431654677
10,no_pca,rbf,10.0,0.1,0.736096256684492,0.7521968365553603,0.6665183537263626,0.8631518294439643,0.5760869565217391,0.5714285714285714,0.42207792207792205,0.8843537414965986,0.5764192139737991,0.5745614035087719,0.41324921135646686,0.9424460431654677
11,no_pca,rbf,10.0,1,0.736096256684492,0.7521968365553603,0.6665183537263626,0.8631518294439643,0.5760869565217391,0.5714285714285714,0.42207792207792205,0.8843537414965986,0.5764192139737991,0.5745614035087719,0.41324921135646686,0.9424460431654677
12,no_pca,rbf,1.0,scale,0.7164438502673797,0.7211045364891518,0.6632801161103048,0.7899740708729472,0.5891304347826087,0.5771812080536913,0.43,0.8775510204081632,0.5567685589519651,0.5375854214123007,0.3933333333333333,0.8489208633093526
13,no_pca,rbf,1.0,auto,0.7164438502673797,0.7211045364891518,0.6632801161103048,0.7899740708729472,0.5891304347826087,0.5771812080536913,0.43,0.8775510204081632,0.5567685589519651,0.5375854214123007,0.3933333333333333,0.8489208633093526
14,no_pca,rbf,1.0,0.001,0.7164438502673797,0.7211045364891518,0.6632801161103048,0.7899740708729472,0.5891304347826087,0.5771812080536913,0.43,0.8775510204081632,0.5567685589519651,0.5375854214123007,0.3933333333333333,0.8489208633093526
15,no_pca,rbf,1.0,0.01,0.7164438502673797,0.7211045364891518,0.6632801161103048,0.7899740708729472,0.5891304347826087,0.5771812080536913,0.43,0.8775510204081632,0.5567685589519651,0.5375854214123007,0.3933333333333333,0.8489208633093526
16,no_pca,rbf,1.0,0.1,0.7164438502673797,0.7211045364891518,0.6632801161103048,0.7899740708729472,0.5891304347826087,0.5771812080536913,0.43,0.8775510204081632,0.5567685589519651,0.5375854214123007,0.3933333333333333,0.8489208633093526
17,no_pca,rbf,1.0,1,0.7164438502673797,0.7211045364891518,0.6632801161103048,0.7899740708729472,0.5891304347826087,0.5771812080536913,0.43,0.8775510204081632,0.5567685589519651,0.5375854214123007,0.3933333333333333,0.8489208633093526
18,no_pca,rbf,0.1,scale,0.7046791443850268,0.7130050669091854,0.6493137718883104,0.7905502736963411,0.5717391304347826,0.567032967032967,0.41883116883116883,0.8775510204081632,0.5480349344978166,0.5327313769751693,0.3881578947368421,0.8489208633093526
19,no_pca,rbf,0.1,auto,0.7046791443850268,0.7130050669091854,0.6493137718883104,0.7905502736963411,0.5717391304347826,0.567032967032967,0.41883116883116883,0.8775510204081632,0.5480349344978166,0.5327313769751693,0.3881578947368421,0.8489208633093526
20,no_pca,rbf,0.1,0.001,0.7046791443850268,0.7130050669091854,0.6493137718883104,0.7905502736963411,0.5717391304347826,0.567032967032967,0.41883116883116883,0.8775510204081632,0.5480349344978166,0.5327313769751693,0.3881578947368421,0.8489208633093526
21,no_pca,rbf,0.1,0.01,0.7046791443850268,0.7130050669091854,0.6493137718883104,0.7905502736963411,0.5717391304347826,0.567032967032967,0.41883116883116883,0.8775510204081632,0.5480349344978166,0.5327313769751693,0.3881578947368421,0.8489208633093526
22,no_pca,rbf,0.1,0.1,0.7046791443850268,0.7130050669091854,0.6493137718883104,0.7905502736963411,0.5717391304347826,0.567032967032967,0.41883116883116883,0.8775510204081632,0.5480349344978166,0.5327313769751693,0.3881578947368421,0.8489208633093526
