SIM,n_estimators,min_samples_split,max_depth,min_samples_leaf,max_samples,max_features,acc_train,f1_train,prec_train,rec_train,acc_val,f1_val,prec_val,rec_val,acc_test,f1_test,prec_test,rec_test
68,5,0.05,6,0.05,0.7,sqrt,0.8258103002585007,0.820123203285421,0.8663774403470715,0.7785575048732943,0.7305699481865285,0.36585365853658536,0.32608695652173914,0.4166666666666667,0.6293103448275862,0.3064516129032258,0.40425531914893614,0.24675324675324675
69,5,0.05,6,0.05,0.7,log2,0.7741101610658182,0.7501099868015838,0.8606764260474508,0.6647173489278753,0.7305699481865285,0.35,0.3181818181818182,0.3888888888888889,0.7801724137931034,0.7150837988826816,0.6274509803921569,0.8311688311688312
70,5,0.05,6,0.1,0.3,sqrt,0.6679260290316166,0.6423982869379015,0.7125890736342043,0.5847953216374269,0.6217616580310881,0.2912621359223301,0.22388059701492538,0.4166666666666667,0.6508620689655172,0.5030674846625767,0.47674418604651164,0.5324675324675324
71,5,0.05,6,0.1,0.3,log2,0.612050109365679,0.6612259072755686,0.5961177207263619,0.7423001949317739,0.46113989637305697,0.2777777777777778,0.18518518518518517,0.5555555555555556,0.5862068965517241,0.5789473684210527,0.4370860927152318,0.8571428571428571
72,5,0.05,6,0.1,0.4,sqrt,0.6653410220719825,0.6523445569097294,0.6937609841827768,0.6155945419103314,0.6373056994818653,0.2553191489361702,0.20689655172413793,0.3333333333333333,0.6681034482758621,0.5217391304347826,0.5,0.5454545454545454
73,5,0.05,6,0.1,0.4,log2,0.6583813879498907,0.6478064780647806,0.6830955469087765,0.6159844054580896,0.6217616580310881,0.24742268041237114,0.19672131147540983,0.3333333333333333,0.6508620689655172,0.509090909090909,0.4772727272727273,0.5454545454545454
74,5,0.05,6,0.1,0.5,sqrt,0.7172400079538676,0.726853630426431,0.7163953048087845,0.7376218323586745,0.6113989637305699,0.3119266055045872,0.2328767123287671,0.4722222222222222,0.5258620689655172,0.32098765432098764,0.3058823529411765,0.33766233766233766
75,5,0.05,6,0.1,0.5,log2,0.6999403459932392,0.7047544511837214,0.7073841319717203,0.7021442495126705,0.6113989637305699,0.1935483870967742,0.15789473684210525,0.25,0.6637931034482759,0.5185185185185185,0.49411764705882355,0.5454545454545454
76,5,0.05,6,0.1,0.6,sqrt,0.7343408232252933,0.7124408092983211,0.7952907256126862,0.645224171539961,0.694300518134715,0.2716049382716049,0.24444444444444444,0.3055555555555556,0.728448275862069,0.6440677966101694,0.57,0.7402597402597403
77,5,0.05,6,0.1,0.6,log2,0.6621594750447405,0.5982501773468906,0.7602163461538461,0.49317738791423,0.6994818652849741,0.275,0.25,0.3055555555555556,0.7068965517241379,0.5277777777777778,0.5671641791044776,0.4935064935064935
78,5,0.05,6,0.1,0.7,sqrt,0.7078942135613442,0.6737730401954253,0.782765737874097,0.5914230019493177,0.7098445595854922,0.3,0.2727272727272727,0.3333333333333333,0.7586206896551724,0.6888888888888889,0.6019417475728155,0.8051948051948052
79,5,0.05,6,0.1,0.7,log2,0.7222111751839332,0.6978152714687432,0.7837706511175899,0.6288499025341131,0.6839378238341969,0.26506024096385544,0.23404255319148937,0.3055555555555556,0.603448275862069,0.28125,0.35294117647058826,0.23376623376623376
80,5,0.05,7,0.05,0.3,sqrt,0.7373235235633326,0.7457170356111645,0.7365019011406844,0.7551656920077973,0.6632124352331606,0.32989690721649484,0.26229508196721313,0.4444444444444444,0.5603448275862069,0.2916666666666667,0.31343283582089554,0.2727272727272727
81,5,0.05,7,0.05,0.3,log2,0.765758600119308,0.7565109549400578,0.8051033875934888,0.7134502923976608,0.6839378238341969,0.2077922077922078,0.1951219512195122,0.2222222222222222,0.7068965517241379,0.5342465753424658,0.5652173913043478,0.5064935064935064
82,5,0.05,7,0.05,0.4,sqrt,0.7532312586995427,0.7334049409237379,0.8167464114832536,0.6654970760233918,0.7150259067357513,0.3373493975903614,0.2978723404255319,0.3888888888888889,0.7155172413793104,0.5540540540540541,0.5774647887323944,0.5324675324675324
83,5,0.05,7,0.05,0.4,log2,0.7534301053887453,0.7366185216652507,0.809146056929538,0.6760233918128655,0.6994818652849741,0.30952380952380953,0.2708333333333333,0.3611111111111111,0.7844827586206896,0.7126436781609196,0.6391752577319587,0.8051948051948052
84,5,0.05,7,0.05,0.5,sqrt,0.7834559554583416,0.7834559554583416,0.799512987012987,0.7680311890838206,0.7046632124352331,0.4,0.3220338983050847,0.5277777777777778,0.5905172413793104,0.2962962962962963,0.3448275862068966,0.2597402597402597
85,5,0.05,7,0.05,0.5,log2,0.7448796977530324,0.7093997734994337,0.8464864864864865,0.6105263157894737,0.7305699481865285,0.23529411764705882,0.25,0.2222222222222222,0.7112068965517241,0.5314685314685315,0.5757575757575758,0.4935064935064935
86,5,0.05,7,0.05,0.6,sqrt,0.7251938755219726,0.7049530315969257,0.7791411042944786,0.6436647173489278,0.689119170984456,0.34782608695652173,0.2857142857142857,0.4444444444444444,0.7370689655172413,0.6737967914438503,0.5727272727272728,0.8181818181818182
87,5,0.05,7,0.05,0.6,log2,0.7697355339033605,0.764825345247766,0.798219584569733,0.7341130604288499,0.7357512953367875,0.45161290322580644,0.3684210526315789,0.5833333333333334,0.6939655172413793,0.5590062111801242,0.5357142857142857,0.5844155844155844
88,5,0.05,7,0.05,0.7,sqrt,0.7631735931596739,0.7355096602265156,0.8544891640866873,0.6456140350877193,0.7150259067357513,0.2857142857142857,0.2682926829268293,0.3055555555555556,0.6982758620689655,0.5394736842105263,0.5466666666666666,0.5324675324675324
89,5,0.05,7,0.05,0.7,log2,0.7548220322131637,0.7401475237091676,0.8055045871559633,0.6846003898635478,0.6735751295336787,0.29213483146067415,0.24528301886792453,0.3611111111111111,0.6681034482758621,0.5032258064516129,0.5,0.5064935064935064
90,5,0.05,7,0.1,0.3,sqrt,0.6665341022071982,0.6531540847983454,0.6955947136563877,0.6155945419103314,0.6476683937823834,0.2608695652173913,0.21428571428571427,0.3333333333333333,0.6681034482758621,0.5217391304347826,0.5,0.5454545454545454
91,5,0.05,7,0.1,0.3,log2,0.6504275203817856,0.657976653696498,0.6566990291262136,0.6592592592592592,0.694300518134715,0.4778761061946903,0.35064935064935066,0.75,0.4870689655172414,0.20134228187919462,0.20833333333333334,0.19480519480519481
92,5,0.05,7,0.1,0.4,sqrt,0.6794591370053689,0.6746063786838918,0.69945583926329,0.6514619883040935,0.6321243523316062,0.25263157894736843,0.2033898305084746,0.3333333333333333,0.6594827586206896,0.5212121212121212,0.48863636363636365,0.5584415584415584
93,5,0.05,7,0.1,0.4,log2,0.6561940743686617,0.6233935961664125,0.7063178677196447,0.5578947368421052,0.6528497409326425,0.26373626373626374,0.21818181818181817,0.3333333333333333,0.6810344827586207,0.5131578947368421,0.52,0.5064935064935064
94,5,0.05,7,0.1,0.5,sqrt,0.685225690992245,0.7076638965835642,0.6722807017543859,0.7469785575048733,0.5958549222797928,0.2777777777777778,0.20833333333333334,0.4166666666666667,0.7155172413793104,0.6764705882352942,0.5433070866141733,0.8961038961038961
95,5,0.05,7,0.1,0.5,log2,0.7037184330880891,0.6849894291754757,0.7482678983833718,0.631578947368421,0.6683937823834197,0.28888888888888886,0.24074074074074073,0.3611111111111111,0.7543103448275862,0.6850828729281768,0.5961538461538461,0.8051948051948052
96,5,0.05,7,0.1,0.6,sqrt,0.7341419765360907,0.7476882430647291,0.72457937088515,0.7723196881091617,0.6476683937823834,0.32,0.25,0.4444444444444444,0.6551724137931034,0.5402298850574713,0.4845360824742268,0.6103896103896104
97,5,0.05,7,0.1,0.6,log2,0.7261881089679857,0.6962276637988087,0.801829268292683,0.6152046783625731,0.694300518134715,0.25316455696202533,0.23255813953488372,0.2777777777777778,0.7801724137931034,0.7085714285714285,0.6326530612244898,0.8051948051948052
98,5,0.05,7,0.1,0.7,sqrt,0.7327500497116723,0.7035730039700044,0.8100558659217877,0.621832358674464,0.7409326424870466,0.358974358974359,0.3333333333333333,0.3888888888888889,0.7974137931034483,0.7283236994219653,0.65625,0.8181818181818182
99,5,0.05,7,0.1,0.7,log2,0.7174388546430702,0.6974664679582713,0.7682926829268293,0.6385964912280702,0.694300518134715,0.3058823529411765,0.2653061224489796,0.3611111111111111,0.5775862068965517,0.2898550724637681,0.32786885245901637,0.2597402597402597
100,5,0.05,8,0.05,0.3,sqrt,0.736130443428117,0.7197465681098205,0.7852534562211981,0.664327485380117,0.6632124352331606,0.2857142857142857,0.23636363636363636,0.3611111111111111,0.7327586206896551,0.6736842105263158,0.5663716814159292,0.8311688311688312
101,5,0.05,8,0.05,0.3,log2,0.754623185523961,0.735533647663952,0.8167539267015707,0.6690058479532164,0.694300518134715,0.21333333333333335,0.20512820512820512,0.2222222222222222,0.7974137931034483,0.7283236994219653,0.65625,0.8181818181818182
102,5,0.05,8,0.05,0.4,sqrt,0.7321535096440644,0.7102602710260271,0.7922264875239923,0.6436647173489278,0.7253886010362695,0.3764705882352941,0.32653061224489793,0.4444444444444444,0.6896551724137931,0.5324675324675324,0.5324675324675324,0.5324675324675324
103,5,0.05,8,0.05,0.4,log2,0.7464704712666534,0.7379239465570401,0.7804347826086957,0.6998050682261209,0.6735751295336787,0.3225806451612903,0.2631578947368421,0.4166666666666667,0.7844827586206896,0.7252747252747253,0.6285714285714286,0.8571428571428571
104,5,0.05,8,0.05,0.5,sqrt,0.7757009345794392,0.7703583061889251,0.8061354921175969,0.7376218323586745,0.689119170984456,0.25,0.22727272727272727,0.2777777777777778,0.7068965517241379,0.5641025641025641,0.5569620253164557,0.5714285714285714
105,5,0.05,8,0.05,0.5,log2,0.7663551401869159,0.7567791347547091,0.8067078552515445,0.7126705653021442,0.6839378238341969,0.26506024096385544,0.23404255319148937,0.3055555555555556,0.6767241379310345,0.5098039215686274,0.5131578947368421,0.5064935064935064
106,5,0.05,8,0.05,0.6,sqrt,0.7472658580234639,0.7321390937829294,0.7967889908256881,0.6771929824561403,0.6476683937823834,0.20930232558139536,0.18,0.25,0.5948275862068966,0.2878787878787879,0.34545454545454546,0.24675324675324675
107,5,0.05,8,0.05,0.6,log2,0.7933982899184728,0.7866967768425375,0.8308759757155247,0.7469785575048733,0.7253886010362695,0.4044943820224719,0.33962264150943394,0.5,0.7025862068965517,0.5369127516778524,0.5555555555555556,0.5194805194805194
