SIM,n_estimators,min_samples_split,max_depth,min_samples_leaf,max_samples,max_features,acc_train,f1_train,prec_train,rec_train,acc_val,f1_val,prec_val,rec_val,acc_test,f1_test,prec_test,rec_test
28,5,0.05,4,0.05,0.7,sqrt,0.8310618966496309,0.8407813754348408,0.8203655352480418,0.8622392974753018,0.7591240875912408,0.47619047619047616,0.35714285714285715,0.7142857142857143,0.6283783783783784,0.42105263157894735,0.2857142857142857,0.8
29,5,0.05,4,0.05,0.7,log2,0.8057921635434412,0.8144329896907216,0.8052575107296137,0.8238199780461032,0.7518248175182481,0.45161290322580644,0.34146341463414637,0.6666666666666666,0.581081081081081,0.2619047619047619,0.1864406779661017,0.44
30,5,0.05,4,0.1,0.3,sqrt,0.7064168086314594,0.72367717797969,0.7052083333333333,0.743139407244786,0.6277372262773723,0.32,0.2222222222222222,0.5714285714285714,0.5540540540540541,0.35294117647058826,0.23376623376623376,0.72
31,5,0.05,4,0.1,0.3,log2,0.7314026121521863,0.7566872427983539,0.7120038722168441,0.8073545554335895,0.6131386861313869,0.3291139240506329,0.22413793103448276,0.6190476190476191,0.5405405405405406,0.39285714285714285,0.25287356321839083,0.88
32,5,0.05,4,0.1,0.4,sqrt,0.7155025553662692,0.7247252747252747,0.7255225522552256,0.7239297475301866,0.6642335766423357,0.3783783783783784,0.2641509433962264,0.6666666666666666,0.49324324324324326,0.1935483870967742,0.1323529411764706,0.36
33,5,0.05,4,0.1,0.4,log2,0.7427597955706985,0.7463605823068309,0.7617142857142857,0.7316136114160263,0.7226277372262774,0.3870967741935484,0.2926829268292683,0.5714285714285714,0.5945945945945946,0.3023255813953488,0.21311475409836064,0.52
34,5,0.05,4,0.1,0.5,sqrt,0.644236229415105,0.6522342492367471,0.6597417181358787,0.6448957189901208,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.5405405405405406,0.34615384615384615,0.22784810126582278,0.72
35,5,0.05,4,0.1,0.5,log2,0.6439522998296422,0.6522462562396006,0.6591928251121076,0.6454445664105378,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.527027027027027,0.33962264150943394,0.2222222222222222,0.72
36,5,0.05,4,0.1,0.6,sqrt,0.7583759227711527,0.7694391763749662,0.7597645799892991,0.7793633369923162,0.7007299270072993,0.3880597014925373,0.2826086956521739,0.6190476190476191,0.6013513513513513,0.4158415841584158,0.27631578947368424,0.84
37,5,0.05,4,0.1,0.6,log2,0.7819420783645656,0.7955271565495208,0.7724922440537746,0.8199780461031834,0.6642335766423357,0.3611111111111111,0.2549019607843137,0.6190476190476191,0.5878378378378378,0.4077669902912621,0.2692307692307692,0.84
38,5,0.05,4,0.1,0.7,sqrt,0.787052810902896,0.7883747178329571,0.8112659698025552,0.7667398463227223,0.8029197080291971,0.5263157894736842,0.4166666666666667,0.7142857142857143,0.6418918918918919,0.4175824175824176,0.2878787878787879,0.76
39,5,0.05,4,0.1,0.7,log2,0.7566723452583759,0.7659109532914504,0.7623708537248505,0.7694840834248079,0.708029197080292,0.375,0.27906976744186046,0.5714285714285714,0.6418918918918919,0.4421052631578947,0.3,0.84
40,5,0.05,5,0.05,0.3,sqrt,0.7416240772288473,0.7548491379310345,0.7412698412698413,0.7689352360043907,0.708029197080292,0.3939393939393939,0.28888888888888886,0.6190476190476191,0.6891891891891891,0.4772727272727273,0.3333333333333333,0.84
41,5,0.05,5,0.05,0.3,log2,0.7737081203861442,0.7695865857184158,0.8130726939523518,0.7305159165751921,0.7956204379562044,0.5333333333333333,0.41025641025641024,0.7619047619047619,0.7027027027027027,0.45,0.32727272727272727,0.72
42,5,0.05,5,0.05,0.4,sqrt,0.7981260647359455,0.8138256087981147,0.7781672508763144,0.8529088913282108,0.6788321167883211,0.3888888888888889,0.27450980392156865,0.6666666666666666,0.6216216216216216,0.42857142857142855,0.2876712328767123,0.84
43,5,0.05,5,0.05,0.4,log2,0.7921635434412265,0.8006535947712419,0.7945945945945946,0.8068057080131723,0.7445255474452555,0.46153846153846156,0.3409090909090909,0.7142857142857143,0.668918918918919,0.449438202247191,0.3125,0.8
44,5,0.05,5,0.05,0.5,sqrt,0.7620670073821693,0.7781895182636316,0.7515337423312883,0.8068057080131723,0.6496350364963503,0.3684210526315789,0.2545454545454545,0.6666666666666666,0.6351351351351351,0.4375,0.29577464788732394,0.84
45,5,0.05,5,0.05,0.5,log2,0.7927314026121521,0.8015225666122893,0.7941810344827587,0.8090010976948409,0.7226277372262774,0.42424242424242425,0.3111111111111111,0.6666666666666666,0.6486486486486487,0.44680851063829785,0.30434782608695654,0.84
46,5,0.05,5,0.05,0.6,sqrt,0.845542305508234,0.8556263269639066,0.828365878725591,0.884742041712404,0.7518248175182481,0.48484848484848486,0.35555555555555557,0.7619047619047619,0.6216216216216216,0.391304347826087,0.26865671641791045,0.72
47,5,0.05,5,0.05,0.6,log2,0.7938671209540034,0.7976588628762542,0.8103057757644394,0.7854006586169044,0.7372262773722628,0.41935483870967744,0.3170731707317073,0.6190476190476191,0.6891891891891891,0.4523809523809524,0.3220338983050847,0.76
48,5,0.05,5,0.05,0.7,sqrt,0.8273708120386144,0.8344226579520697,0.8281081081081081,0.8408342480790341,0.7445255474452555,0.46153846153846156,0.3409090909090909,0.7142857142857143,0.722972972972973,0.5060240963855421,0.3620689655172414,0.84
49,5,0.05,5,0.05,0.7,log2,0.7961385576377058,0.8057359307359307,0.7945570971184632,0.8172338090010977,0.7153284671532847,0.417910447761194,0.30434782608695654,0.6666666666666666,0.6148648648648649,0.3595505617977528,0.25,0.64
50,5,0.05,5,0.1,0.3,sqrt,0.6961953435547984,0.6984216459977453,0.7178447276940904,0.6800219538968166,0.635036496350365,0.2647058823529412,0.19148936170212766,0.42857142857142855,0.527027027027027,0.20454545454545456,0.14285714285714285,0.36
51,5,0.05,5,0.1,0.3,log2,0.6771720613287905,0.6743053566313377,0.7052127022168964,0.645993413830955,0.7007299270072993,0.4225352112676056,0.3,0.7142857142857143,0.5945945945945946,0.23076923076923078,0.16981132075471697,0.36
52,5,0.05,5,0.1,0.4,sqrt,0.7206132879045997,0.7193382772390188,0.748812351543943,0.6920965971459934,0.7153284671532847,0.38095238095238093,0.2857142857142857,0.5714285714285714,0.6756756756756757,0.45454545454545453,0.31746031746031744,0.8
53,5,0.05,5,0.1,0.4,log2,0.7126632595116411,0.7305644302449414,0.7094105480868665,0.7530186608122942,0.6204379562043796,0.3157894736842105,0.21818181818181817,0.5714285714285714,0.527027027027027,0.3,0.2,0.6
54,5,0.05,5,0.1,0.5,sqrt,0.7632027257240205,0.790557508789553,0.7287037037037037,0.8638858397365532,0.6204379562043796,0.38095238095238093,0.25396825396825395,0.7619047619047619,0.5067567567567568,0.27722772277227725,0.18421052631578946,0.56
55,5,0.05,5,0.1,0.5,log2,0.7058489494605338,0.7107761027359017,0.7232954545454545,0.6986827661909989,0.7226277372262774,0.3870967741935484,0.2926829268292683,0.5714285714285714,0.6081081081081081,0.2926829268292683,0.21052631578947367,0.48
56,5,0.05,5,0.1,0.6,sqrt,0.7881885292447472,0.8,0.7819706498951782,0.818880351262349,0.7664233576642335,0.5,0.37209302325581395,0.7619047619047619,0.6554054054054054,0.37037037037037035,0.26785714285714285,0.6
57,5,0.05,5,0.1,0.6,log2,0.749290176036343,0.7473533619456366,0.7806335923490735,0.716794731064764,0.7299270072992701,0.4126984126984127,0.30952380952380953,0.6190476190476191,0.6824324324324325,0.45977011494252873,0.3225806451612903,0.8
58,5,0.05,5,0.1,0.7,sqrt,0.7265758091993185,0.7495448634590377,0.7123084527928819,0.7908891328210758,0.6058394160583942,0.34146341463414637,0.22950819672131148,0.6666666666666666,0.527027027027027,0.2857142857142857,0.1917808219178082,0.56
59,5,0.05,5,0.1,0.7,log2,0.7793867120954003,0.779699461298554,0.8064516129032258,0.7546652030735456,0.7591240875912408,0.4406779661016949,0.34210526315789475,0.6190476190476191,0.6351351351351351,0.41304347826086957,0.2835820895522388,0.76
60,5,0.05,6,0.05,0.3,sqrt,0.7072685973878479,0.7451174289245983,0.6779127305443094,0.827113062568606,0.5474452554744526,0.32608695652173914,0.2112676056338028,0.7142857142857143,0.5067567567567568,0.37606837606837606,0.2391304347826087,0.88
61,5,0.05,6,0.05,0.3,log2,0.7495741056218058,0.7502831257078143,0.7748538011695907,0.7272228320526893,0.708029197080292,0.375,0.27906976744186046,0.5714285714285714,0.6013513513513513,0.40404040404040403,0.2702702702702703,0.8
62,5,0.05,6,0.05,0.4,sqrt,0.7825099375354913,0.7902519167579408,0.7885245901639344,0.79198682766191,0.7299270072992701,0.4307692307692308,0.3181818181818182,0.6666666666666666,0.6148648648648649,0.42424242424242425,0.28378378378378377,0.84
63,5,0.05,6,0.05,0.4,log2,0.7913117546848382,0.8005427408412483,0.7917337627482555,0.8095499451152579,0.7153284671532847,0.4,0.29545454545454547,0.6190476190476191,0.6283783783783784,0.42105263157894735,0.2857142857142857,0.8
64,5,0.05,6,0.05,0.5,sqrt,0.760931289040318,0.7574884792626728,0.796969696969697,0.7217343578485181,0.7518248175182481,0.41379310344827586,0.32432432432432434,0.5714285714285714,0.6418918918918919,0.43010752688172044,0.29411764705882354,0.8
65,5,0.05,6,0.05,0.5,log2,0.7759795570698467,0.7878461952137671,0.77227200843437,0.8040614709110867,0.7445255474452555,0.46153846153846156,0.3409090909090909,0.7142857142857143,0.5472972972972973,0.26373626373626374,0.18181818181818182,0.48
66,5,0.05,6,0.05,0.6,sqrt,0.806076093128904,0.8228274967574578,0.780127889818003,0.8704720087815587,0.6934306569343066,0.4166666666666667,0.29411764705882354,0.7142857142857143,0.581081081081081,0.38,0.25333333333333335,0.76
67,5,0.05,6,0.05,0.6,log2,0.8350369108461102,0.8475465757019155,0.811965811965812,0.8863885839736553,0.7299270072992701,0.4307692307692308,0.3181818181818182,0.6666666666666666,0.6148648648648649,0.4,0.2714285714285714,0.76
68,5,0.05,6,0.05,0.7,sqrt,0.7853492333901193,0.7911602209944751,0.796440489432703,0.7859495060373216,0.7299270072992701,0.4307692307692308,0.3181818181818182,0.6666666666666666,0.6554054054054054,0.42696629213483145,0.296875,0.76
69,5,0.05,6,0.05,0.7,log2,0.8304940374787053,0.8375510204081633,0.8305450620615219,0.8446761800219539,0.7737226277372263,0.5079365079365079,0.38095238095238093,0.7619047619047619,0.6418918918918919,0.4175824175824176,0.2878787878787879,0.76
70,5,0.05,6,0.1,0.3,sqrt,0.6450880181714934,0.6529705719044975,0.6606741573033708,0.6454445664105378,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.5337837837837838,0.34285714285714286,0.225,0.72
71,5,0.05,6,0.1,0.3,log2,0.6263486655309484,0.6229226361031519,0.6516786570743405,0.5965971459934138,0.6277372262773723,0.2153846153846154,0.1590909090909091,0.3333333333333333,0.5067567567567568,0.26262626262626265,0.17567567567567569,0.52
72,5,0.05,6,0.1,0.4,sqrt,0.6479273140261215,0.6221815965874467,0.6993150684931507,0.5603732162458837,0.7445255474452555,0.4262295081967213,0.325,0.6190476190476191,0.6283783783783784,0.22535211267605634,0.17391304347826086,0.32
73,5,0.05,6,0.1,0.4,log2,0.645655877342419,0.6542936288088642,0.6605145413870246,0.6481888035126235,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.5337837837837838,0.34285714285714286,0.225,0.72
74,5,0.05,6,0.1,0.5,sqrt,0.6436683702441794,0.6520654283337954,0.6588235294117647,0.6454445664105378,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.5337837837837838,0.3300970873786408,0.21794871794871795,0.68
75,5,0.05,6,0.1,0.5,log2,0.7393526405451448,0.7405313736574336,0.7634032634032634,0.7189901207464325,0.7153284671532847,0.43478260869565216,0.3125,0.7142857142857143,0.6824324324324325,0.47191011235955055,0.328125,0.84
76,5,0.05,6,0.1,0.6,sqrt,0.7589437819420783,0.7804499612102405,0.7378973105134474,0.8282107574094402,0.6423357664233577,0.379746835443038,0.25862068965517243,0.7142857142857143,0.6013513513513513,0.3917525773195876,0.2638888888888889,0.76
77,5,0.05,6,0.1,0.6,log2,0.7833617262918796,0.8027914189713105,0.7586712261846604,0.8523600439077936,0.6715328467153284,0.4155844155844156,0.2857142857142857,0.7619047619047619,0.5540540540540541,0.36538461538461536,0.24050632911392406,0.76
78,5,0.05,6,0.1,0.7,sqrt,0.7251561612720046,0.7549367088607595,0.7006578947368421,0.818331503841932,0.583941605839416,0.3448275862068966,0.22727272727272727,0.7142857142857143,0.5135135135135135,0.32075471698113206,0.20987654320987653,0.68
79,5,0.05,6,0.1,0.7,log2,0.7654741624077229,0.7577712609970675,0.8136020151133502,0.7091108671789242,0.8175182481751825,0.5614035087719298,0.4444444444444444,0.7619047619047619,0.6891891891891891,0.4523809523809524,0.3220338983050847,0.76
80,5,0.05,7,0.05,0.3,sqrt,0.7467348097671778,0.7531820697288323,0.7594866071428571,0.7469813391877058,0.708029197080292,0.3939393939393939,0.28888888888888886,0.6190476190476191,0.581081081081081,0.39215686274509803,0.2597402597402597,0.8
81,5,0.05,7,0.05,0.3,log2,0.7558205565019875,0.7663043478260869,0.7588805166846071,0.7738748627881449,0.6788321167883211,0.35294117647058826,0.2553191489361702,0.5714285714285714,0.6959459459459459,0.4827586206896552,0.3387096774193548,0.84
82,5,0.05,7,0.05,0.4,sqrt,0.7896081771720613,0.8078817733990148,0.7656019656019656,0.8551042810098792,0.708029197080292,0.4594594594594595,0.32075471698113206,0.8095238095238095,0.6486486486486487,0.4583333333333333,0.30985915492957744,0.88
83,5,0.05,7,0.05,0.4,log2,0.7737081203861442,0.784885290148448,0.7721720658523632,0.7980241492864983,0.7226277372262774,0.42424242424242425,0.3111111111111111,0.6666666666666666,0.6216216216216216,0.40425531914893614,0.2753623188405797,0.76
84,5,0.05,7,0.05,0.5,sqrt,0.80465644520159,0.8147549811523963,0.7996828752642706,0.8304061470911087,0.7372262773722628,0.4375,0.32558139534883723,0.6666666666666666,0.668918918918919,0.449438202247191,0.3125,0.8
85,5,0.05,7,0.05,0.5,log2,0.7995457126632595,0.8105206655931294,0.7930672268907563,0.8287596048298573,0.7299270072992701,0.4126984126984127,0.30952380952380953,0.6190476190476191,0.6418918918918919,0.43010752688172044,0.29411764705882354,0.8
86,5,0.05,7,0.05,0.6,sqrt,0.8114707552526973,0.8200542005420054,0.8099571734475375,0.8304061470911087,0.7153284671532847,0.4507042253521127,0.32,0.7619047619047619,0.722972972972973,0.5176470588235295,0.36666666666666664,0.88
87,5,0.05,7,0.05,0.6,log2,0.78137421919364,0.7830985915492957,0.8043981481481481,0.7628979143798024,0.7956204379562044,0.48148148148148145,0.3939393939393939,0.6190476190476191,0.6418918918918919,0.43010752688172044,0.29411764705882354,0.8
88,5,0.05,7,0.05,0.7,sqrt,0.8336172629187961,0.8364042434394193,0.8511363636363637,0.8221734357848518,0.7591240875912408,0.4406779661016949,0.34210526315789475,0.6190476190476191,0.7027027027027027,0.3333333333333333,0.2682926829268293,0.44
89,5,0.05,7,0.05,0.7,log2,0.8358886996024986,0.8455371459112774,0.8239583333333333,0.8682766190998902,0.7299270072992701,0.4307692307692308,0.3181818181818182,0.6666666666666666,0.6351351351351351,0.4375,0.29577464788732394,0.84
90,5,0.05,7,0.1,0.3,sqrt,0.6453719477569563,0.6541124342287455,0.660145332588038,0.6481888035126235,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.527027027027027,0.33962264150943394,0.2222222222222222,0.72
91,5,0.05,7,0.1,0.3,log2,0.6445201590005678,0.6524153248195447,0.6601123595505618,0.6448957189901208,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.5405405405405406,0.34615384615384615,0.22784810126582278,0.72
92,5,0.05,7,0.1,0.4,sqrt,0.6450880181714934,0.6539313399778516,0.6597765363128492,0.6481888035126235,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.527027027027027,0.33962264150943394,0.2222222222222222,0.72
93,5,0.05,7,0.1,0.4,log2,0.6428165814877911,0.6501668520578421,0.6589627959413754,0.641602634467618,0.5985401459854015,0.26666666666666666,0.18518518518518517,0.47619047619047616,0.5202702702702703,0.3364485981308411,0.21951219512195122,0.72
94,5,0.05,7,0.1,0.5,sqrt,0.7277115275411697,0.7251361421610777,0.7588482303539292,0.6942919868276619,0.7299270072992701,0.39344262295081966,0.3,0.5714285714285714,0.6283783783783784,0.4329896907216495,0.2916666666666667,0.84
95,5,0.05,7,0.1,0.5,log2,0.771152754116979,0.7954314720812182,0.7398489140698773,0.8600439077936334,0.6715328467153284,0.4155844155844156,0.2857142857142857,0.7619047619047619,0.5,0.27450980392156865,0.18181818181818182,0.56
96,5,0.05,7,0.1,0.6,sqrt,0.7362294151050539,0.7618559343758011,0.7147667147667147,0.8155872667398463,0.6131386861313869,0.3764705882352941,0.25,0.7619047619047619,0.5472972972972973,0.3853211009174312,0.25,0.84
97,5,0.05,7,0.1,0.6,log2,0.7575241340147644,0.7747890295358649,0.7456852791878172,0.8062568605927553,0.6861313868613139,0.410958904109589,0.28846153846153844,0.7142857142857143,0.5540540540540541,0.2826086956521739,0.19402985074626866,0.52
98,5,0.05,7,0.1,0.7,sqrt,0.7575241340147644,0.7780665280665281,0.7388943731490621,0.8216245883644346,0.6715328467153284,0.4,0.2777777777777778,0.7142857142857143,0.5675675675675675,0.39622641509433965,0.25925925925925924,0.84
99,5,0.05,7,0.1,0.7,log2,0.7467348097671778,0.7792079207920792,0.7096483318304779,0.8638858397365532,0.6058394160583942,0.35714285714285715,0.23809523809523808,0.7142857142857143,0.5405405405405406,0.38181818181818183,0.24705882352941178,0.84
100,5,0.05,8,0.05,0.3,sqrt,0.779954571266326,0.7711839385887216,0.8345047923322684,0.716794731064764,0.8029197080291971,0.509090909090909,0.4117647058823529,0.6666666666666666,0.6959459459459459,0.4578313253012048,0.3275862068965517,0.76
101,5,0.05,8,0.05,0.3,log2,0.7765474162407723,0.7977383705988178,0.750120831319478,0.8518111964873765,0.6715328467153284,0.4155844155844156,0.2857142857142857,0.7619047619047619,0.581081081081081,0.39215686274509803,0.2597402597402597,0.8
102,5,0.05,8,0.05,0.4,sqrt,0.7862010221465077,0.7928473177441541,0.794815223386652,0.7908891328210758,0.7153284671532847,0.38095238095238093,0.2857142857142857,0.5714285714285714,0.6554054054054054,0.43956043956043955,0.30303030303030304,0.8
103,5,0.05,8,0.05,0.4,log2,0.7796706416808632,0.7956819378620327,0.7646761133603239,0.8293084522502744,0.6934306569343066,0.4166666666666667,0.29411764705882354,0.7142857142857143,0.5878378378378378,0.3711340206185567,0.25,0.72
104,5,0.05,8,0.05,0.5,sqrt,0.8145939806927882,0.8252609044688253,0.8052219321148825,0.8463227222832053,0.7372262773722628,0.47058823529411764,0.3404255319148936,0.7619047619047619,0.6216216216216216,0.4166666666666667,0.28169014084507044,0.8
105,5,0.05,8,0.05,0.5,log2,0.78137421919364,0.7885777045579352,0.789010989010989,0.7881448957189902,0.7153284671532847,0.4,0.29545454545454547,0.6190476190476191,0.6283783783783784,0.42105263157894735,0.2857142857142857,0.8
106,5,0.05,8,0.05,0.6,sqrt,0.8282226007950029,0.8419127253723543,0.8034912718204489,0.8841931942919868,0.7591240875912408,0.5074626865671642,0.3695652173913043,0.8095238095238095,0.6486486486486487,0.43478260869565216,0.29850746268656714,0.8
107,5,0.05,8,0.05,0.6,log2,0.7955706984667802,0.8057204533189423,0.7924628450106157,0.8194291986827662,0.7299270072992701,0.4126984126984127,0.30952380952380953,0.6190476190476191,0.5608108108108109,0.2696629213483146,0.1875,0.48
108,5,0.05,8,0.05,0.7,sqrt,0.7856331629755821,0.7917241379310345,0.7958957293399889,0.787596048298573,0.7372262773722628,0.45454545454545453,0.3333333333333333,0.7142857142857143,0.6621621621621622,0.4318181818181818,0.30158730158730157,0.76
109,5,0.05,8,0.05,0.7,log2,0.8228279386712095,0.8329764453961456,0.812957157784744,0.854006586169045,0.7299270072992701,0.4126984126984127,0.30952380952380953,0.6190476190476191,0.6554054054054054,0.43956043956043955,0.30303030303030304,0.8
110,5,0.05,8,0.1,0.3,sqrt,0.6428165814877911,0.6524861878453039,0.6568409343715239,0.6481888035126235,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.5337837837837838,0.35514018691588783,0.23170731707317074,0.76
111,5,0.05,8,0.1,0.3,log2,0.6453719477569563,0.6541124342287455,0.660145332588038,0.6481888035126235,0.5912408759124088,0.2631578947368421,0.18181818181818182,0.47619047619047616,0.527027027027027,0.33962264150943394,0.2222222222222222,0.72
