SIM,PCA_components,kernel,C,gamma,acc_train,f1_train,prec_train,rec_train,acc_val,f1_val,prec_val,rec_val,acc_test,f1_test,prec_test,rec_test
47,no_pca,poly,10.0,1,0.8146748856631537,0.8183235867446393,0.8183235867446393,0.8183235867446393,0.6787564766839378,0.32608695652173914,0.26785714285714285,0.4166666666666667,0.7543103448275862,0.6951871657754011,0.5909090909090909,0.8441558441558441
48,no_pca,poly,1.0,scale,0.7961821435673097,0.8046502763483896,0.7870991797166293,0.8230019493177388,0.6683937823834197,0.37254901960784315,0.2878787878787879,0.5277777777777778,0.7413793103448276,0.6907216494845361,0.5726495726495726,0.8701298701298701
49,no_pca,poly,1.0,auto,0.7961821435673097,0.8046502763483896,0.7870991797166293,0.8230019493177388,0.6683937823834197,0.37254901960784315,0.2878787878787879,0.5277777777777778,0.7413793103448276,0.6907216494845361,0.5726495726495726,0.8701298701298701
50,no_pca,poly,1.0,0.001,0.7961821435673097,0.8046502763483896,0.7870991797166293,0.8230019493177388,0.6683937823834197,0.37254901960784315,0.2878787878787879,0.5277777777777778,0.7413793103448276,0.6907216494845361,0.5726495726495726,0.8701298701298701
51,no_pca,poly,1.0,0.01,0.7961821435673097,0.8046502763483896,0.7870991797166293,0.8230019493177388,0.6683937823834197,0.37254901960784315,0.2878787878787879,0.5277777777777778,0.7413793103448276,0.6907216494845361,0.5726495726495726,0.8701298701298701
52,no_pca,poly,1.0,0.1,0.7961821435673097,0.8046502763483896,0.7870991797166293,0.8230019493177388,0.6683937823834197,0.37254901960784315,0.2878787878787879,0.5277777777777778,0.7413793103448276,0.6907216494845361,0.5726495726495726,0.8701298701298701
53,no_pca,poly,1.0,1,0.7961821435673097,0.8046502763483896,0.7870991797166293,0.8230019493177388,0.6683937823834197,0.37254901960784315,0.2878787878787879,0.5277777777777778,0.7413793103448276,0.6907216494845361,0.5726495726495726,0.8701298701298701
54,no_pca,poly,0.1,scale,0.7458739311990455,0.7450119712689545,0.7629750715161422,0.7278752436647173,0.6528497409326425,0.30927835051546393,0.2459016393442623,0.4166666666666667,0.7413793103448276,0.6842105263157895,0.5752212389380531,0.8441558441558441
55,no_pca,poly,0.1,auto,0.7458739311990455,0.7450119712689545,0.7629750715161422,0.7278752436647173,0.6528497409326425,0.30927835051546393,0.2459016393442623,0.4166666666666667,0.7413793103448276,0.6842105263157895,0.5752212389380531,0.8441558441558441
56,no_pca,poly,0.1,0.001,0.7458739311990455,0.7450119712689545,0.7629750715161422,0.7278752436647173,0.6528497409326425,0.30927835051546393,0.2459016393442623,0.4166666666666667,0.7413793103448276,0.6842105263157895,0.5752212389380531,0.8441558441558441
57,no_pca,poly,0.1,0.01,0.7458739311990455,0.7450119712689545,0.7629750715161422,0.7278752436647173,0.6528497409326425,0.30927835051546393,0.2459016393442623,0.4166666666666667,0.7413793103448276,0.6842105263157895,0.5752212389380531,0.8441558441558441
58,no_pca,poly,0.1,0.1,0.7458739311990455,0.7450119712689545,0.7629750715161422,0.7278752436647173,0.6528497409326425,0.30927835051546393,0.2459016393442623,0.4166666666666667,0.7413793103448276,0.6842105263157895,0.5752212389380531,0.8441558441558441
59,no_pca,poly,0.1,1,0.7458739311990455,0.7450119712689545,0.7629750715161422,0.7278752436647173,0.6528497409326425,0.30927835051546393,0.2459016393442623,0.4166666666666667,0.7413793103448276,0.6842105263157895,0.5752212389380531,0.8441558441558441
60,no_pca,poly,0.01,scale,0.7084907536289521,0.6606481481481481,0.8131054131054131,0.5563352826510721,0.7202072538860104,0.22857142857142856,0.23529411764705882,0.2222222222222222,0.7327586206896551,0.5694444444444444,0.6119402985074627,0.5324675324675324
61,no_pca,poly,0.01,auto,0.7084907536289521,0.6606481481481481,0.8131054131054131,0.5563352826510721,0.7202072538860104,0.22857142857142856,0.23529411764705882,0.2222222222222222,0.7327586206896551,0.5694444444444444,0.6119402985074627,0.5324675324675324
62,no_pca,poly,0.01,0.001,0.7084907536289521,0.6606481481481481,0.8131054131054131,0.5563352826510721,0.7202072538860104,0.22857142857142856,0.23529411764705882,0.2222222222222222,0.7327586206896551,0.5694444444444444,0.6119402985074627,0.5324675324675324
63,no_pca,poly,0.01,0.01,0.7084907536289521,0.6606481481481481,0.8131054131054131,0.5563352826510721,0.7202072538860104,0.22857142857142856,0.23529411764705882,0.2222222222222222,0.7327586206896551,0.5694444444444444,0.6119402985074627,0.5324675324675324
64,no_pca,poly,0.01,0.1,0.7084907536289521,0.6606481481481481,0.8131054131054131,0.5563352826510721,0.7202072538860104,0.22857142857142856,0.23529411764705882,0.2222222222222222,0.7327586206896551,0.5694444444444444,0.6119402985074627,0.5324675324675324
65,no_pca,poly,0.01,1,0.7084907536289521,0.6606481481481481,0.8131054131054131,0.5563352826510721,0.7202072538860104,0.22857142857142856,0.23529411764705882,0.2222222222222222,0.7327586206896551,0.5694444444444444,0.6119402985074627,0.5324675324675324
66,no_pca,poly,0.001,scale,0.6029031616623584,0.3772996570003118,0.942367601246106,0.23586744639376217,0.7668393782383419,0.08163265306122448,0.15384615384615385,0.05555555555555555,0.7586206896551724,0.5757575757575758,0.6909090909090909,0.4935064935064935
