SIM,PCA_components,kernel,C,gamma,acc_train,f1_train,prec_train,rec_train,acc_val,f1_val,prec_val,rec_val,acc_test,f1_test,prec_test,rec_test
0,no_pca,rbf,20.0,scale,0.7587876614060258,0.7649012410417759,0.6848200312989046,0.8661916072842438,0.6105769230769231,0.595,0.4473684210526316,0.8880597014925373,0.5396039603960396,0.5303030303030303,0.3860294117647059,0.8467741935483871
1,no_pca,rbf,20.0,auto,0.7587876614060258,0.7649012410417759,0.6848200312989046,0.8661916072842438,0.6105769230769231,0.595,0.4473684210526316,0.8880597014925373,0.5396039603960396,0.5303030303030303,0.3860294117647059,0.8467741935483871
2,no_pca,rbf,20.0,0.001,0.7587876614060258,0.7649012410417759,0.6848200312989046,0.8661916072842438,0.6105769230769231,0.595,0.4473684210526316,0.8880597014925373,0.5396039603960396,0.5303030303030303,0.3860294117647059,0.8467741935483871
3,no_pca,rbf,20.0,0.01,0.7587876614060258,0.7649012410417759,0.6848200312989046,0.8661916072842438,0.6105769230769231,0.595,0.4473684210526316,0.8880597014925373,0.5396039603960396,0.5303030303030303,0.3860294117647059,0.8467741935483871
4,no_pca,rbf,20.0,0.1,0.7587876614060258,0.7649012410417759,0.6848200312989046,0.8661916072842438,0.6105769230769231,0.595,0.4473684210526316,0.8880597014925373,0.5396039603960396,0.5303030303030303,0.3860294117647059,0.8467741935483871
5,no_pca,rbf,20.0,1,0.7587876614060258,0.7649012410417759,0.6848200312989046,0.8661916072842438,0.6105769230769231,0.595,0.4473684210526316,0.8880597014925373,0.5396039603960396,0.5303030303030303,0.3860294117647059,0.8467741935483871
6,no_pca,rbf,10.0,scale,0.746413199426112,0.7539157674904281,0.6726708074534161,0.8574821852731591,0.5865384615384616,0.5804878048780487,0.4311594202898551,0.8880597014925373,0.5495049504950495,0.542713567839196,0.39416058394160586,0.8709677419354839
7,no_pca,rbf,10.0,auto,0.746413199426112,0.7539157674904281,0.6726708074534161,0.8574821852731591,0.5865384615384616,0.5804878048780487,0.4311594202898551,0.8880597014925373,0.5495049504950495,0.542713567839196,0.39416058394160586,0.8709677419354839
8,no_pca,rbf,10.0,0.001,0.746413199426112,0.7539157674904281,0.6726708074534161,0.8574821852731591,0.5865384615384616,0.5804878048780487,0.4311594202898551,0.8880597014925373,0.5495049504950495,0.542713567839196,0.39416058394160586,0.8709677419354839
9,no_pca,rbf,10.0,0.01,0.746413199426112,0.7539157674904281,0.6726708074534161,0.8574821852731591,0.5865384615384616,0.5804878048780487,0.4311594202898551,0.8880597014925373,0.5495049504950495,0.542713567839196,0.39416058394160586,0.8709677419354839
10,no_pca,rbf,10.0,0.1,0.746413199426112,0.7539157674904281,0.6726708074534161,0.8574821852731591,0.5865384615384616,0.5804878048780487,0.4311594202898551,0.8880597014925373,0.5495049504950495,0.542713567839196,0.39416058394160586,0.8709677419354839
11,no_pca,rbf,10.0,1,0.746413199426112,0.7539157674904281,0.6726708074534161,0.8574821852731591,0.5865384615384616,0.5804878048780487,0.4311594202898551,0.8880597014925373,0.5495049504950495,0.542713567839196,0.39416058394160586,0.8709677419354839
12,no_pca,rbf,1.0,scale,0.7031922525107605,0.7137173499394568,0.6337941628264209,0.8167062549485352,0.5673076923076923,0.569377990430622,0.41901408450704225,0.8880597014925373,0.5371287128712872,0.5382716049382716,0.3879003558718861,0.8790322580645161
