SIM,n_estimators,min_samples_split,max_depth,min_samples_leaf,max_samples,max_features,acc_train,f1_train,prec_train,rec_train,acc_val,f1_val,prec_val,rec_val,acc_test,f1_test,prec_test,rec_test
70,5,0.05,6,0.1,0.3,sqrt,0.6766499282639885,0.6736651583710407,0.62054018006002,0.7367379255740301,0.5576923076923077,0.5533980582524272,0.41007194244604317,0.8507462686567164,0.5420792079207921,0.5340050377833753,0.3882783882783883,0.8548387096774194
71,5,0.05,6,0.1,0.3,log2,0.6612266857962698,0.668654621996141,0.6003149606299213,0.7545526524148852,0.5360576923076923,0.5458823529411765,0.39862542955326463,0.8656716417910447,0.5297029702970297,0.5297029702970297,0.3821428571428571,0.8629032258064516
72,5,0.05,6,0.1,0.4,sqrt,0.7401362984218077,0.6920297555791711,0.7471317117944011,0.6444972288202692,0.6418269230769231,0.5754985754985755,0.46543778801843316,0.753731343283582,0.6435643564356436,0.5662650602409639,0.4519230769230769,0.7580645161290323
73,5,0.05,6,0.1,0.4,log2,0.6766499282639885,0.6728361458900382,0.6211055276381909,0.7339667458432304,0.5600961538461539,0.5547445255474452,0.41155234657039713,0.8507462686567164,0.5420792079207921,0.5340050377833753,0.3882783882783883,0.8548387096774194
74,5,0.05,6,0.1,0.5,sqrt,0.7338593974175036,0.6871838111298483,0.7348963029756538,0.6452889944576405,0.6322115384615384,0.5641025641025641,0.45622119815668205,0.7388059701492538,0.6386138613861386,0.562874251497006,0.44761904761904764,0.7580645161290323
75,5,0.05,6,0.1,0.5,log2,0.6744978479196556,0.6713742531233026,0.6186186186186187,0.7339667458432304,0.5576923076923077,0.5533980582524272,0.41007194244604317,0.8507462686567164,0.5420792079207921,0.5340050377833753,0.3882783882783883,0.8548387096774194
76,5,0.05,6,0.1,0.6,sqrt,0.7342180774748924,0.688,0.7347122302158273,0.6468725257323832,0.6370192307692307,0.5722379603399433,0.4611872146118721,0.753731343283582,0.6361386138613861,0.5611940298507463,0.44549763033175355,0.7580645161290323
77,5,0.05,6,0.1,0.6,log2,0.6732424677187948,0.6704052098408104,0.617255163224517,0.7335708630245448,0.5504807692307693,0.5493975903614458,0.40569395017793597,0.8507462686567164,0.5420792079207921,0.5340050377833753,0.3882783882783883,0.8548387096774194
78,5,0.05,6,0.1,0.7,sqrt,0.7401362984218077,0.6922913569760034,0.7466788822721027,0.6452889944576405,0.6418269230769231,0.5754985754985755,0.46543778801843316,0.753731343283582,0.6410891089108911,0.5645645645645646,0.44976076555023925,0.7580645161290323
79,5,0.05,6,0.1,0.7,log2,0.7467718794835008,0.7053422370617696,0.7458075904677847,0.6690419635787807,0.6442307692307693,0.5842696629213483,0.46846846846846846,0.7761194029850746,0.6336633663366337,0.5621301775147929,0.4439252336448598,0.7661290322580645
80,5,0.05,7,0.05,0.3,sqrt,0.7374461979913917,0.6898305084745763,0.7420237010027347,0.6444972288202692,0.6418269230769231,0.5754985754985755,0.46543778801843316,0.753731343283582,0.6410891089108911,0.5645645645645646,0.44976076555023925,0.7580645161290323
81,5,0.05,7,0.05,0.3,log2,0.7044476327116213,0.6694745286803049,0.6784552845528455,0.6607284243863817,0.6105769230769231,0.5621621621621622,0.4406779661016949,0.7761194029850746,0.6163366336633663,0.5481049562682215,0.4292237442922374,0.7580645161290323
82,5,0.05,7,0.05,0.4,sqrt,0.740674318507891,0.6932541366143402,0.746800731261426,0.6468725257323832,0.6418269230769231,0.5754985754985755,0.46543778801843316,0.753731343283582,0.6410891089108911,0.5645645645645646,0.44976076555023925,0.7580645161290323
83,5,0.05,7,0.05,0.4,log2,0.734038737446198,0.6875921634716663,0.7348041422782531,0.6460807600950119,0.6370192307692307,0.5722379603399433,0.4611872146118721,0.753731343283582,0.6386138613861386,0.562874251497006,0.44761904761904764,0.7580645161290323
84,5,0.05,7,0.05,0.5,sqrt,0.7308106169296987,0.6852589641434262,0.7284886312973696,0.6468725257323832,0.6346153846153846,0.5706214689265536,0.4590909090909091,0.753731343283582,0.6336633663366337,0.5595238095238095,0.44339622641509435,0.7580645161290323
85,5,0.05,7,0.05,0.5,log2,0.7473098995695839,0.7091847265221878,0.7408365674859854,0.6801266825019794,0.6370192307692307,0.5770308123249299,0.4618834080717489,0.7686567164179104,0.6386138613861386,0.5654761904761905,0.4481132075471698,0.7661290322580645
86,5,0.05,7,0.05,0.6,sqrt,0.7482065997130559,0.7077435470441299,0.746268656716418,0.6730007917656373,0.6418269230769231,0.5826330532212886,0.4663677130044843,0.7761194029850746,0.6287128712871287,0.5588235294117647,0.4398148148148148,0.7661290322580645
87,5,0.05,7,0.05,0.6,log2,0.7512553802008608,0.7158369186642082,0.7418259023354564,0.6916072842438639,0.6274038461538461,0.5658263305322129,0.452914798206278,0.753731343283582,0.6212871287128713,0.5513196480938416,0.43317972350230416,0.7580645161290323
88,5,0.05,7,0.05,0.7,sqrt,0.7372668579626973,0.6948552384919808,0.7331868131868132,0.6603325415676959,0.6346153846153846,0.5730337078651685,0.4594594594594595,0.7611940298507462,0.6311881188118812,0.5578635014836796,0.4413145539906103,0.7580645161290323
89,5,0.05,7,0.05,0.7,log2,0.7374461979913917,0.6898305084745763,0.7420237010027347,0.6444972288202692,0.6394230769230769,0.5738636363636364,0.463302752293578,0.753731343283582,0.6410891089108911,0.5645645645645646,0.44976076555023925,0.7580645161290323
90,5,0.05,7,0.1,0.3,sqrt,0.734038737446198,0.6878551883813934,0.7343820224719101,0.6468725257323832,0.6370192307692307,0.5722379603399433,0.4611872146118721,0.753731343283582,0.6336633663366337,0.5595238095238095,0.44339622641509435,0.7580645161290323
91,5,0.05,7,0.1,0.3,log2,0.734038737446198,0.6878551883813934,0.7343820224719101,0.6468725257323832,0.6346153846153846,0.5706214689265536,0.4590909090909091,0.753731343283582,0.6361386138613861,0.5611940298507463,0.44549763033175355,0.7580645161290323
92,5,0.05,7,0.1,0.4,sqrt,0.6875896700143472,0.7080120683875293,0.6139534883720931,0.836104513064133,0.5432692307692307,0.5560747663551402,0.40476190476190477,0.8880597014925373,0.504950495049505,0.5260663507109005,0.3724832214765101,0.8951612903225806
93,5,0.05,7,0.1,0.4,log2,0.7236370157819225,0.6795591599085049,0.715724923346474,0.6468725257323832,0.6274038461538461,0.5658263305322129,0.452914798206278,0.753731343283582,0.6287128712871287,0.5562130177514792,0.4392523364485981,0.7580645161290323
94,5,0.05,7,0.1,0.5,sqrt,0.7222022955523673,0.7162483971423338,0.6665530173883396,0.7739509105304829,0.5865384615384616,0.5742574257425742,0.42962962962962964,0.8656716417910447,0.551980198019802,0.5370843989769821,0.39325842696629215,0.8467741935483871
95,5,0.05,7,0.1,0.5,log2,0.6734218077474893,0.6706456863809007,0.6173826173826173,0.7339667458432304,0.5504807692307693,0.5493975903614458,0.40569395017793597,0.8507462686567164,0.5420792079207921,0.5340050377833753,0.3882783882783883,0.8548387096774194
96,5,0.05,7,0.1,0.6,sqrt,0.7394189383070301,0.7061678463094034,0.7217858619264159,0.6912114014251781,0.6370192307692307,0.5951742627345844,0.46443514644351463,0.8283582089552238,0.6237623762376238,0.5730337078651685,0.4396551724137931,0.8225806451612904
97,5,0.05,7,0.1,0.6,log2,0.710545193687231,0.6696684404420794,0.6932203389830508,0.6476642913697546,0.6225961538461539,0.5626740947075209,0.4488888888888889,0.753731343283582,0.6237623762376238,0.5529411764705883,0.4351851851851852,0.7580645161290323
98,5,0.05,7,0.1,0.7,sqrt,0.7342180774748924,0.688,0.7347122302158273,0.6468725257323832,0.6370192307692307,0.5722379603399433,0.4611872146118721,0.753731343283582,0.6361386138613861,0.5611940298507463,0.44549763033175355,0.7580645161290323
99,5,0.05,7,0.1,0.7,log2,0.6766499282639885,0.6755443584667986,0.6192675684592543,0.7430720506730008,0.5504807692307693,0.5493975903614458,0.40569395017793597,0.8507462686567164,0.5420792079207921,0.5340050377833753,0.3882783882783883,0.8548387096774194
100,5,0.05,8,0.05,0.3,sqrt,0.7422883787661406,0.6988052819115489,0.7425389755011136,0.6599366587490103,0.6418269230769231,0.5779036827195467,0.4657534246575342,0.7611940298507462,0.6311881188118812,0.5578635014836796,0.4413145539906103,0.7580645161290323
101,5,0.05,8,0.05,0.3,log2,0.7426470588235294,0.69706565336711,0.7467209407507915,0.6536025336500396,0.6442307692307693,0.5819209039548022,0.4681818181818182,0.7686567164179104,0.6410891089108911,0.5645645645645646,0.44976076555023925,0.7580645161290323
102,5,0.05,8,0.05,0.4,sqrt,0.7342180774748924,0.6878685762426284,0.7349234923492349,0.6464766429136976,0.6370192307692307,0.5722379603399433,0.4611872146118721,0.753731343283582,0.6361386138613861,0.5611940298507463,0.44549763033175355,0.7580645161290323
103,5,0.05,8,0.05,0.4,log2,0.740674318507891,0.6988754685547689,0.7372583479789103,0.6642913697545526,0.6370192307692307,0.5746478873239437,0.46153846153846156,0.7611940298507462,0.6287128712871287,0.5562130177514792,0.4392523364485981,0.7580645161290323
104,5,0.05,8,0.05,0.5,sqrt,0.7792324246771879,0.7573427951902227,0.7542206517471535,0.7604908946951703,0.6490384615384616,0.5989010989010989,0.47391304347826085,0.8134328358208955,0.6163366336633663,0.5633802816901409,0.4329004329004329,0.8064516129032258
105,5,0.05,8,0.05,0.5,log2,0.7480272596843616,0.7035239502004642,0.7532760957975598,0.6599366587490103,0.6442307692307693,0.5795454545454546,0.46788990825688076,0.7611940298507462,0.6410891089108911,0.5645645645645646,0.44976076555023925,0.7580645161290323
106,5,0.05,8,0.05,0.6,sqrt,0.7343974175035868,0.7187084520417854,0.6907630522088354,0.7490102929532858,0.6057692307692307,0.5751295336787565,0.44047619047619047,0.8283582089552238,0.5717821782178217,0.5361930294906166,0.40160642570281124,0.8064516129032258
